,source,target,source_gptzero,source_detectgpt,target_gptzero,target_detectgpt
64,We went on a weeknight.  Place was not busy waited over 20 minutes for drinks and to have our order taken.  We ordered an app and it came out with the meals and that was another 20 minutes or so.  Food was luke warm at best.  I would not go back., Our visit to the restaurant was on a weeknight where we faced a prolonged wait of more than 20 minutes for our drinks and to place the order. An appetizer that we ordered was served with the main course that took another 20 minutes of waiting. The food was not hot and lacked any appeal. It's unlikely that we will plan a revisit!,0,1,0,1
65,"This location never disappoints!! Food is always consistently great, and if you come at the right time, (witching hours) you may see the cook singing and dancing along with the music in the back. And it is awesome! ! Love this place!!"," I always have a wonderful experience at this place! The food is consistently fantastic and if you happen to visit during the ""witching hours"", you may be treated to a fun performance by the cook as they sing and dance along with the music. I absolutely adore this place!",1,1,0,1
66,"I belong to this gym...  I live in the South section of Pittsburgh, and I find that this gym is not too far from me.  The staff is friendly, the equipment is quite good.  You get two free personal training sessions when you join.  They have lots of weights (which my boyfriend uses) and a decent cardio room.  The only thing I would say is to increase some of the cardio equipment.  Water is only $1 a bottle!"," This gym is my go-to... As a resident of the South part of Pittsburgh, I've found that this gym is conveniently located for me. The team members are welcoming, and the machines are top-notch. They offer two free personal training sessions upon sign-up. My boyfriend loves the ample selection of weights, and they have an adequate space for cardio. It would be great to see more cardio equipment, however. And the best part? Water is just $1 a bottle!",0,1,0,1
67,"I bought a three month membership last year, mainly to attend the Silver Sneakers classes. I was in my early sixties and hadn't exercised in a while. I tried the evening classes but they were very crowded and difficult, so I tried a morning class for seniors. I like to stretch out before my class actually starts, so I went to the tail end of a yoga class. The women in this class were very nasty to me and told me that I wasn't welcome to stretch out in their class. I never went back thanks to the attitude of the other members. I didn't feel welcome here. I complained to the manager, who said that I was welcome to stretch out in whatever class I wanted to, but the hostility of these yoga students was very evident. Do they think that this is their private gym?"," I signed up for a three-month membership last year to attend the Silver Sneakers classes. Being in my early sixties and out of shape, I tried attending the evening classes, but they were far too crowded and difficult. I eventually settled on a morning class for seniors. Before class, I would stretch out next to the yoga class. Unfortunately, the women in the yoga class were not welcoming at all and refused to let me stretch out with them. Their attitude made me feel unwelcome, and I never returned. Despite the manager's assurance that I could stretch out wherever I wanted, the yoga students' hostility was palpable. I wonder if they believe that the gym is exclusively theirs.",0,1,0,1
68,If you like being greeted in the morning by a gym worker slopping down eggs from a frying pany instead of working....this is your gym....complain to the manager and she gets nasty....try getting in touch with the owner....impossible!  Most unprofessional gym ever!!!!," If you enjoy starting your day with the sight of a gym employee frying eggs instead of performing their duties, then you've found your gym. However, if you complain about this to the manager, be ready for a nasty response. And, if you try to reach out to the owner, it will be nearly impossible. This is perhaps the most unprofessional gym you'll ever encounter!",1,1,0,1
69,"I brought my husband and my parents all to Papa J's last time my husband and I were in Pittsburgh. My parents are really picky about their italian food, usually they drive places in east bumf*@ (tarentum, ligonier...) to get their capital I-talian.\n\nMy pop is kinda grumbly, and getting him to try something new is like pulling teeth. The only reason I got him here was becuase they were on their way to drop us at the airport.\n\nWell, my dad goes back now regularly and that says a lot, considering he lives in Murrysville. \n\nThe first good sign Dad was happy was that he seemed impressed when it was open- it was noon a few days after Christmas. Second good sign was that Dad ordered wine, at it was only 1 pm. Dad, while not a teetotaler, rarely has a drink before 5 pm so I know he was anticipating a good meal. The kicker was that he was so happy he left our waitress a $20 tip on a $50 meal. \n\nCan I say, I live in Texas now and I still relive this afternoon back in December? I had chicken picatta...it was perfect. My dad had eggplant rollatini, my mom had a pizza, and my hubby had basic pasta and marinara. It all was amazing, delicous, and inexpensive. In Austin, you can't get a decent italian meal, much less a decent italian meal for under $50 for four people.\n\nI know there are so many good Italian places in Pittsburgh but I just think back so fondly on this day...when me Dad liked someplace I took him :)"," During our last trip to Pittsburgh, I took my husband and parents to Papa J's. It was a risky move, as my parents are very particular when it comes to Italian cuisine, often driving to far-off places just to satisfy their specific taste. My dad is also highly critical of new places. However, I managed to convince him to come along since we were heading to the airport. The meal was such a hit that my dad now visits Papa J's frequently, even though he lives in Murrysville.",1,1,0,1
70,"I've been to Papa J's twice and had mixed experiences.\n\nBoth times I had the banana pepper appetizer, which is great and goes really well with the FRESH and delicious bread and cheese they give you at the start of your meal.\n\nFor entrees, me and my girlfriend have had mixed experience.  I've had the fish sandwich (very good) and the eggplant parm sandwich (okay).  My girlfriend got the salad with bread and basil on it, but the basil was over powering and the bread was soggy with the dressing. \n\nThe service is also a mixed bag.  The first time our server went out of her way to take care of us and even MADE me cocktail sauce for my fish sandwich.  The second time, the server was lackluster, didn't know anything about the menu and wasn't able to take proper care of us.  \n\nI would return to Papa J's, but I my terrible experience last time isn't enough to say it would be my first pick of places to eat around Carnegie/Robinson."," I've visited Papa J's twice and my impressions varied. While the banana pepper appetizer was absolutely delightful, the entrees were a little hit-or-miss. My girlfriend found her salad with bread and basil to be overpowering and the bread a tad soggy. On the service front too, I had a mixed experience, with one server going out of her way and the other being lackluster. All things considered, I would still consider visiting the restaurant again, even though there are other options around Carnegie/Robinson.",0,1,0,1
71,"What a wonderful surprise found in Carnegie PA, just south of Pittsburgh.  I was in town on business with a couple co-workers and after having a not so great meal the night before, we asked one of the locals for a recomendation.  They told us to try this little Italian place called Papa J's and boy did they send us to a great place.\n\nFirst off, when you walk up to the place, the front and side windows give you a fantastic open view into the kitchen from the outside.  You can stand outside and watch the chef making all the wonderful food and you can smell the fresh bread before you even walk in the door.\n\nI am not sure how long this place has been around but the kitchen looked well used, while the dining area as well as the bar looked very clean and modern, almost as if it had been freshly updated.  \n\nThe server was quick to welcome us and suggested several different items off the menu as his favorites when asked.  The three of us were very hungry and wanting to try a few different things, so we began with a Margherita pizza which was absolutely perfect.  They obviously make their own breads and dough for the pizza and I don't think this pizza could have tasted any better.  Then came bowls of Italian wedding soup which was pretty good.  Of everything there, this was the one item I probably could have done without.  Not that it was bad, but there was nothing particularly special about it.  \n\nWe also ordered the Garlic Rolls (not that the bread they already give you and the pizza was not enough carbs for 1 meal) and they were to die for.  Crunchy on the outside and warm and chewy inside, these things were a meal by themselves.  One of the guys with me said the pizza sauce would be good on them so he ordered a cup of the pizza sauce (which is fresh made there, not out of some can) and he was right.  As if these little killer bread balls with garlic were not good enough, dipped in the pizza sauce they were even that much better.  \n\nBy the time our meals came, we were all pretty full, but we pushed on and continued to eat.  I had the Veal Parmigiano which was tender and very good.  It came with a side of pasta which I tasted just to try and it was excelent as well.  Had I not been eating a weeks worth of carbs in one sitting with all the pre-meal stuff, I certainly would have finished it.  As it was, I ate most but not all of the generous portion of veal.  \n\nOne of my co-workers had the Chicken Picatta which he said was one of the best he had ever had and the other guy tried a pasta dish which he said was very good as well.  \n\nThey had a great wine selection as well at reasonable prices by the glass or bottle.\n\nOverall a fantastic experience with great food and atmosphere.  I don't really know how expensive the area is for food, but coming from the Chicagoland area, I fouknd this place to be pretty reasonable.  The three of us ate very very well for an average of aproximately $30 each not including alcahol.  Fantastic fresh food at a reasonable price, who could ask for more.\n\nMy only complaint is that I had to return to Chicago and I am now craving to return to Papa J's.  I hope work sends me out here again sometime soon!!!"," My colleagues and I discovered an incredible eatery in Carnegie PA, just a quick drive from Pittsburgh, and it was such a pleasant surprise. We had a not-so-great meal the previous evening, so we spoke with one of the locals for suggestions. To our delight, they suggested we check out a quaint Italian restaurant called Papa J's, and it was a real gem.",0,1,0,1
72,"Yay, I'm a fan but sometimes service is a little slow, it was very good for us this visit.  Go to Papa j's every once in a while but mostly for the White Pizza.  It is the best white pizza I have ever had.  Order the white pizza on our visit this  weekend... it has garlic, spinach, feta cheese and we usually add some veggie on top.  It was delicious!  Order fried calamari and it was OK...note to self next time try the calamari roman style.\n\nLike the dinning room with the hardwood floors and bright lighting.  \n\nThe bar was jumping thou never go to the bar."," As a fan, I've experienced slow service at Papa j's but this visit was an exception. Their White Pizza is divine and we make it a point to order it every time we visit. During our last visit, we added some veggies on top and it added another level of flavor to the already yummy pizza. The fried calamari was decent but next time we'll order the calamari roman style. The dining room is lovely with its hardwood floors and bright lighting. We don't usually frequent the bar, but it seemed to be lively during our visit.",1,1,0,1
73,"Terrible service.  Food unremarkable.  Waiter disappeared for 45 minutes to serve larger group due to staffing mismanagement.  Saved his tip by discounting meal after I complained.  All and all, a very crude and unpleasant dining experience for me and my guests.  Not to be repeated, never again!"," I had an appalling dining experience- unsatisfactory service, unexciting food, and a waiter who left us waiting for 45 minutes to serve a larger group. Fortunately, he compensated us by providing a discount on our meal. Overall, it was a crude and unpleasant evening for me and my guests, and I would not recommend it to anyone.",1,1,0,1
74,"Yay, I'm a fan of the white pizza.  Had take out.  \n\nThe bar was jumping when I picked up our order.\n\nThe white pizza is so delicious...with garlic, spinach, feta, and added some veggies.  Tried the Roman Style calamari, very good better than the fried calamari we had last time.", I really enjoy the white pizza! I got takeout and the restaurant was bustling when I arrived to pick it up.,1,1,1,1
75,"OK, its Friday night and have about 70 minutes to eat. Driving by Papa J's and W says, lets stop in and get a quick dinner. \n\nAdvice host that we are in a hurry.  The host advised us it is a 90 minute service. The place was crowded, we were seated at the last open table. However our waiter, Jason, said he will do his best to get as out on time. We ordered our dinner immediately, with a salad and a glass of wine. In a few minutes we had our wine, then in a few more seconds we had our salads and some great homemade Italian bread with some olive oil and balsamic ving. for dipping.  Yum!\n\nJust as we were finishing our salads our dinners were delivered. Great job Jason! The Fettuccine Carbanara was very good; a thick cream sauce with bacon and ricotta.  In and out in 60 minutes.  Now that is some good service."," On a Friday night, with only 70 minutes to spare, we passed by Papa J's and decided to grab a quick meal. Upon our arrival, we informed the host that we were short on time. Unfortunately, the service would take 90 minutes as the place was jam-packed. Despite this, our waiter, Jason, promised to do his best to ensure we finished on time. We quickly placed our orders, accompanied by a glass of wine and salad. In no time, we received our drinks, salads, and bread, all of which tasted magnificent. Jason outdid himself by delivering our main course just as we finished our starters. The Fettuccine Carbanara stood out, being a creamy sauce with bacon and ricotta. Jason had us in and out in just 60 minutes.",1,1,0,1
76,"Great little gem! The food was fantastic was very food and just the right price. The Italian food was amazing, but you can not leave without a dessert and be prepared for giant serving. I had the carrot cake yummy!! Def a place everyone should try."," This place is a hidden treasure! The food was exceptional and reasonably priced. You absolutely cannot miss their Italian cuisine, and make sure to leave room for a dessert - they come in large portions. My personal favorite was their delicious carrot cake. Definitely worth a visit!",1,1,0,1
77,"I have to say that I write this review with much regret, because I have always loved PaPa J's. But my recent experience there has changed my mind a bit. \n\nFrom the minute we were seated, we were greeted by a server that was clearly inexperienced and didn't know the menu. As I said before, I've been to PaPa J's a good handful of times so I know the menu decently well, but the server couldn't explain any of the questions I had about a couple new dishes I was thinking about trying. I swear this guy must have just looked at the menu for the first time a few minutes ago.\n\nBut it wasn't just the knowledge of the menu. It was one thing after another with our server. My wife asked for a glass of water 4 times until she finally got it (at which point the meal was over, so we didn't care at that point).  I mean come on, for a restaurant of this calibre and price is it too much to ask for a glass of water? There was no one filling up water.\n\nMy biggest complaint, however, is what happened with our meals. My dad and I both ordered the trout special (trout with roasted red peppers and lump crabmeat). Instead, the meal that was delivered to both of us was trout with a heaping pile of spinach and mushrooms. Not what the special was at all.  And by the way, that item is on the menu as a regular item so whether or not the mistake was made by the server (which, we are sure it was) or the chef, who knows for certain. Not to mention, though, that a good server wouldn't have served us that regardless. \n\nBut before you think we had an unusal experience that was all due to a poor server, let me continue. When we informed our server of the mistake, he didn't really believe us until he checked his order sheet, and then he blamed the error on the chef. At this point, the meal had been sitting (because it took us forever to flag this guy down again) so the trout was basically cold. The server then said he would have the meals re-made. So, he took the meals back to the kitchen. Meanwhile, of course, my wife and mom are eating their meals and my dad and I are sitting there with no meals. Also keep in mind that my wife still had not gotten the water she had been asking for, and my iced tea had been refilled with a soda (yes, believe that or not). All the kitchen did was scrape their \""mistake\"" off of our fish! They didn't remake anything. Our fish was served to us again with little pieces of spinach and mushrooms sticking all over it. Quite frankly, the fish wasn't good at all. I honestly would have rather had a fish sandwich from McDonald's that night. The server never did anything to try to make our experience better - he knew we weren't happy, but never offered anything such as dessert on the house. I'm not looking for a handout, but our experience was just plain awful that night. The guy never really even apologized for the mistake. Normally, I may have asked for a manager, but at this point I was ready to just get out of there (plus, we had to be somewhere else that night).\n\nMy opinion... for the money, there are many other restaurants I would rather eat at."," It pains me to admit this, but my recent visit to PaPa J's has left me feeling disappointed. Though I had always enjoyed dining there in the past, the inexperienced server and numerous mix-ups with our order have changed my opinion. ",0,1,0,1
78,san francisco california visitor liked the food and the local is great. I am thinking about relocating to pttsbrgh area. I liked Carnegie because u can stroll down Main street and hit a couple places for lunch. I imagine this place would be crazy busy on friday or saturday night. we ate a lunchtime and it was nice.," A tourist visiting San Francisco, California enjoyed the local cuisine and atmosphere. After visiting Carnegie in Pennsylvania, they are considering a move to the Pittsburgh area. They particularly enjoyed strolling down Main Street for lunch and imagine it being a bustling spot on the weekends.",1,1,0,1
79,"Coming here you get the feeling they haven't changed much.  The tables, the decorations, the menu.  All the same.  Does that make you a little worried?  Yes.\n\nI ordered the mushroom ravioli and it was... oily.  Very very oily.  The actual ravioli was okay, enough mushrooms.  but it was oily.  Did I mention that?  \n\nAmbiance, like I said, left much to be desired.  I don't think I'd have this place on my list of \""musts\"" for downtown.  Much better restaurants to visit!"," You could be forgiven for thinking that not much has changed here. The layout, decor, and menu are all still the same. But is that a cause for concern? You might feel a little uneasy. ",1,1,0,1
80,"Had dinner at Papa J's with a group of 6.  I loved how the restaurant is in a old brick building with large windows. It felt like a neighborhood restaurant. On a Saturday night, the restaurant was full but not crowded.  We were seated in a room with poor acoustics.  It was difficult to hear people at our table and the waitress.  While she tried, I can see the asperation in her face when she had to repeat the specials to both sides of the table.\n\nPeople ordered bourbon on the rocks before dinner which seemed watered down, while my lemon drop was made nice.  The bread was delicious!  Can you describe it to be creamy?  The fried zucchini was lightly breaded and not too oily.  It was a large portion made up of 2 sliced zucchinis.\n\nWe ordered a variety of dishes.  The pasta dish was dry with more pasta than sauce or meat.  Those who ordered the fish special thought it was delicious.  The shrimp dish was enjoyed as well.  I had the chicken marsala which was pretty good.  The marsala sauce wasn't too thick, and the chicken moist.\n\nHard to tell if the deserts were \""homemade.\""  The tiramisu and spumoni were small in portion and meant for one. \n\nOn the whole, I was on the fence with my overall impression of Papa J's.  \""A-ok\"" probably is the best way to describe it."," Ate at Papa J's with a party of six individuals. The restaurant is situated in an old brick building with expansive windows that created a cozy, house-like atmosphere. On a busy Saturday night, the restaurant was full but not oversaturated. We were seated in a space with terrible acoustics that made it difficult to hear one another and the server, despite her attempts. Some glasses of bourbon on the rocks before dinner seemed diluted, but my lemon drop was nicely prepared. The bread was divine! The fried zucchini was lightly battered with an ideal oil content. It was a large serving that included sections of two sliced zucchinis. We tried several entrees. The pasta dish was dry and lacked enough meat and sauce to balance the cycle. But, the fish special was a hit, as was the shrimp dish. I had the chicken marsala, which was pretty good. Neither the tiramisu nor the spumoni were especially big. It was tough to discern if the cakes were ""homemade."" Overall, I was ambivalent about my experience at Papa J's. ""A-ok"" is probably the most accurate way to describe it.",1,1,1,1
81,"Service in this place is poor because of lack of acknowledgment since people working there are \""just\"" working . They have nice decor,nice bar and good bread. Consider where this place is ,the prices are really really high . Nothing is served on the side with main dishes ...."," The staff at this establishment fails to provide quality service, perhaps due to feeling undervalued in their roles. While the venue boasts pleasant decor, a good selection of beverages, and quality bread, the prices are unjustifiably steep. Additionally, it's worth noting that side dishes are not included with main courses.",1,1,0,1
82,Terrible service...terrible food...this place smells like rotten wet wood," This restaurant has dreadful service, dreadful food, and it reeks of decaying damp wooden material.",1,1,1,1
83,"Although the first impression through the door is charming and the aroma enticing  as you enter this restaurant- much can be improved upon for the prices asked for the dining experience. Our group of 7 had called a week ahead and were seated in the back of the far dining room, right by a door where clinking pots /pans and  dishes were heard throughout our meal, as well as a Darth Vader type noise coming from the ceiling vent. Our waitress was not knowledgable of all menu items, and three of our  very simple requests did not come out as ordered. ( dressing on the side of a salad,  less feta on an entree and no oil on another entree) The waitress blamed it on the cook, but did offer to get one entree changed. Also we were asked if we wanted pine nuts, feta or Gorgonzola on our salad and then were charged 2.00 extra per item in addition to the salad price (6.99) which brought the salad up to 10.99 ! Outrageous !\nThere is so much possibility for ambiance in this restaurant , but they miss the mark on service and atmosphere. I will most likely not return. Very overpriced for the quality and service."," The restaurant, at first glance, looked amazing and the smell of the food was appetizing. However, the dining experience was not worth the cost. Even though our group of seven had made reservations a week prior, we were placed in the back of the restaurant near a noisy door and a vent that sounded like Darth Vader. The waitress was not familiar with the menu, and several of our requests were not fulfilled. We were surprised to be charged an extra $2.00 for each topping we added to our salad, which made it excessively expensive. The ambiance of the place was not up to par with the high prices, and I do not think I will be returning soon.",0,1,0,1
84,Papa J's is expensive and inconsistent.  The ambiance is nice but it doesn't justify the prices.  There are better restaurants in Carnegie.," Papa J's prices are high and its consistency leaves something to be desired. While the atmosphere is pleasant, it still doesn't make up for the expense. Other eateries in Carnegie trump it.",1,1,1,1
85,"I was pleasantly surprised by this restaurant.  Came here with no expectations.  \n\nI was greeted by a large open (garage style) window, that opened the whole lounge bar area to the street.  It had modern furnishings and the staff were quite friendly.\n\nOrdered the quattro formaggi pizza.  Quite good!!!  Great balance of cheeses.  Not too rich at all.  Crust was excellent too.  Can't wait to come back."," This restaurant exceeded my expectations. Despite not knowing what to expect, I was greeted by a charming atmosphere with a large garage-style window that opened the lounge area up to the street. The modern decor and friendly staff were a plus. I ordered the quattro formaggi pizza and it was delicious, with a perfect balance of cheeses and an excellent crust. I can’t wait to return!",1,0,1,1
86,"Absolutely Awful Service.  Went to Papa J's awhile ago and the service was bad - the waiter was surly, rude and unhelpful..  Decided to try it again since it is close to Stage 62.  Big mistake.  Greeted by a dour manager that seemed mad that we had a reservation. 30 minutes to get a glass of wine.  At one hour and 45 minutes complained to the manager that we still had not received out entrees.  He said 'What do you want me to do about it?\"" and said they had a busy night.  This is when tables around us sat empty. I then had to go back to the manager to give us our bill so we could get away from this ruined evening.  The bill was prepared incorrectly. If you want average food and terrible service, this is your place.  We will never go back."," Extremely Disappointing Service. Went to Papa J's once and the service I received was abysmal - the waiter was uninterested, impolite and uncooperative. Decided to give it another shot since it's close to my office. Huge blunder. Encountered an inhospitable manager who seemed annoyed we had a reservation. Had to wait 30 minutes for a glass of wine. After one hour and 45 minutes, I had to grumble to the manager that our entrees hadn't arrived yet. He then responded, ""What can I do about it?"" and mentioned a packed night, but tables were empty all around us. After that, I had to visit the manager again to get our bill and leave this dreadful evening. The bill was made inaccurately as well. If you crave mediocre food and poor service, this is the place for you. I will never come back.",1,1,0,1
87,"Service was great. Apps delish, specifically the stuffed banana peppers & lentil with ham soup. I think I chose the wrong entree though because I ordered a cod with crabmeat special. The cod was completely tasteless with some crabmeat layed across the top. It all reminded me of boiled fish. Yuck! Note to self. Order the pasta!"," The service was excellent, and the appetizers were delicious, particularly the stuffed banana peppers and the lentil with ham soup. However, I regret choosing the cod with crabmeat special, as it lacked any real flavor and resembled boiled fish. I learned my lesson and will order the pasta next time.",1,1,0,1
88,"I love this place! The food is always so fresh and delicious. The staff is always friendly, as well.", This is my favorite spot! The dishes here are consistently made with fresh and scrumptious ingredients. The personnel are also always welcoming.,0,1,1,1
89,"spinach/feta cheese salad:  B-\npesto alfredo penne :  :A+\nCoconut Cake huge piece:  A+\nbread small portions:  B\nService B \nhost seemed grumpy, waitress good, but then she got busy .\nPRICE: Pasta was $15 and the portion smallish more like a $12.99 dish \nARRIVE EARLY ON SATURDAY NIGHT THIS PLACE PACKED after 6pm", Caesar Salad with Grilled Chicken: B-,1,1,1,1
90,It was just what we were looking for. The service was great. My husband had the veal sausage on green pepper appetizer in the larger size. It was great (spicy) and enough for a meal. I had the stuffed eggplant. That was very good but the sauce could have been a bit heartier. I would definitely go back. Really nice atmosphere and free parking in the back.," Our search for the perfect dining experience ended with this restaurant. The service was phenomenal. My husband ordered the larger serving size of the veal sausage on green pepper appetizer and found it to be amazing (with a spicy kick) and enough to count as a full meal. The stuffed eggplant I ordered was delicious, although the sauce could have been richer. We would definitely come back, as the ambiance is delightful and free parking is available in the back. ",0,1,1,1
91,"We stopped at Papa J's last Friday night (8/1) for a round of drinks. There were 7 of us altogether and we had eaten at another restaurant earlier in the evening.  One member of our party walked up to the bar to let them know we were sitting on the couches along the wall, as it was fairly busy that night. In the short time that he was there, a man who was behind the bar looked at him and then turn away without saying a word or notifying anyone else. He then turned to a waitress who had approached the service area of the bar and asked her if  we could have a server take our drink order. She said \""yep\"" and then abruptly turned and walked away. At that point, he asked to see the manager  who came a few minutes later. When my friend told him of what had occurred, the manager said \""What do you want me to do\""?\n\nMy friend said \""An apology would be a good start\"" whereupon the manager looked back at him and said \""Get out and don't come back\"" ???????? Are you kidding????\n\nMy friend is well traveled and frequently stays at higher end hotels and dines at quality restaurants. He was not screaming or belligerent in any way, shape, or form; simply informing the manager of what had occurred. \n\nThat being said, we left and went back to 131 East, where we had previously eaten. The service there was fabulous, as was the meal and the drinks creative and exquisite.\n\nThere are new restaurants that have opened in Carnegie as of late. Papa J's is no longer the only game in town.  Obviously this is the way a simple complaint is handled by management. Appalling!!  Do yourself a favor and frequent any of the other restaurants that are within walking distance of Papa J's. They understand the concept of  customer service."," Last Friday, we went to Papa J's for drinks with a group of seven after having dinner elsewhere. One member of our party approached the bar to let them know where we were sitting, but the bartenders ignored him. When a waitress arrived, he asked if we could order drinks and she rudely responded before he asked to see the manager. The manager responded with hostility and we left to go eat and drink at 131 East instead, where the service was fantastic.",1,1,0,1
92,Some of the best chow around--love this place. The bread and salads and soups are great.," This place serves up some amazing food. The bread, salads and soups are top-notch.",1,1,0,1
93,"Finally, great Tuscan-style Italian food in Pittsburgh, not that tasteless stuff that locals think is Italian.\n\nThe bread was warm and fresh. The bolognese sauce was creamy and rich, and unlike most restaurants was made with veal. I love the fresh smell of baking bread throughout the restaurant.\n\nI'm looking forward to working my way through the menu of chicken options, and next time, I'm saving room for dessert! The display of cakes and pastries at the door was amazing."," At last, Pittsburgh has authentic Tuscan-style Italian cuisine that beats the bland, uninspired dishes locals confuse as Italian.",0,1,1,1
94,"Man has this place gone down hill.  My husband and I went a couple of weeks ago.  We had salads and pasta.  Both were on the verge of inedible.  With a single glass of wine, I felt downright robbed at the $50 price tag.  Seriously, I could have easily made what we had with jarred sauce and boxed pasta at home. Classico is better.  And the service was pretty absent to make it even worse... seemed she knew it was terrible and didn't want to deal with it.  Seriously, I'd rather eat at the OG."," This place has really deteriorated. Recently my husband and I visited the restaurant and ordered salads and pasta. The food was subpar and barely edible. Even the single glass of wine I had didn't make up for the $50 price tag. I felt like I could have easily cooked better dishes with jarred sauce and boxed pasta at home. The service was mediocre and the waitress seemed to be trying to avoid us. Honestly, I'd rather dine at the Olive Garden.",1,1,0,1
95,"Talk about overpriced. $18 for a fairly basic pasta with some obviously frozen chicken chopped up over it. The latter was terrible, thin and flabby and rather unappealing. The pasta itself was ok, as was the sauce. The desserts are pretty good. But honestly, that is a $10 dish whose price has been inflated."," This pasta dish was outrageous! $18 for something so basic with frozen chicken thrown on top? The chicken was tasteless and the pasta and sauce were just okay. The only redeeming quality was the decent desserts. In my opinion, this is a $10 meal being sold for way too much.",1,1,1,1
96,"I've decided where I stand with Emmert Dental. They are unprofessional, rude and have no clue what they're doing (behind the desk). I will not be going back nor will I have nice things to say about them."," My opinion on Emmert Dental is final. Their behavior behind the desk lacks professionalism, is unpleasant, and their incompetence knows no bounds. I shall not visit them again and will not praise them to anyone.",0,1,1,1
97,"THE WORST DENTAL EXPERIENCE OF MY LIFE.  THEY ARE BUTCHERS!  My husband and I went to Emmert Dental in Bethel Park for a routine cleaning and check up.  I had one tooth that I had a recent root canal on and a few small cavities that needed filled.  After the so called dentist - Dr Carnavali - did my exam, I needed 3 additional root canals and an extraction! An extraction on the tooth that just had a root canal. I was told that part of the tooth had broken off and that a crown was no longer possible.  I didn't know any better, so I agreed to schedule the extraction for a few weeks later. The \""dentist\"" wanted to extract it that day, but I had plans for the weekend and was not about to be in pain. So, 2 weeks later, I went in for the extraction.  After they gave me novocaine they get me with \""you need a bone graft also in that area since we are extracting that tooth\"". I have never had any issues with bone loss with previous extractions so I didn't feel it was necessary. I had 3 employees surrounding me, pressuring me for this bone graft. So, I reluctantly agreed. I had to pay $259.00 for this \""bone graft\"". So, I signed everything. I wasn't even given enough time to read the document, so I should have known and got up and left right then and there. The \""dentist\"" started the extraction. I have never been so uncomfortable in my life. He pulled on my tooth, used a metal instrument to pound on my tooth and was pulling so hard that my head was coming up and slamming back down against the head rest.  Finally, after a good 15 minutes of this torture, he ripped the tooth out of the side of my jaw. I was literally ganging from all the blood running down the back of my throat. He then stuck some pink powder up in the extraction area. I'm assuming this was the bone graft.  I ended up with many stitches. I was given an antibiotic and instructed to schedule an appointment for the following Saturday so they could start the bridge. Then I was hit with a bill of $569.00! My insurance covers 100% of extractions.  I was in so much pain for 2 weeks following the extraction. Pain severe enough that I had to call off work and I couldn't sleep at night.  I refused to go back to Emmert Dental.  And after a visit to a very reputable dentist, an endodontist and an oral surgeon, I have to have oral surgery to try and repair the damage Emmert Dental has done to my mouth.  They caused a very large deformity in my jaw and I am at risk to lose additional teeth.  Save yourself a lot of time, money and pain.  Emmert dental only cares about the money, will over charge you and leave you less than happy with the dental work.  They are butchers and should not even call themselves dentist. And if you have an issue with their billing practices, don't expect to that resolved easily.  I have called numerous times and I am always told that the manager and or billing department is not in.  I have contacted the BBB and a lawyer.  I expect and want a full refund.  No one should have to go thru what I am currently going thru.  They do unnecessary extractions so they can do a more expensive procedure such as a bridge or an implant.  Now I have to go thru oral surgery, more pain and suffering and more time missed from work because of Emmert Dental.  And the root canals they said I needed, my current dentist and my endodontist both agreed that I do not need tooth canals.  In fact, the teeth are perfectly healthy.  They are crooks and butchers."," My dental visit to Emmert Dental in Bethel Park was the worst experience of my life. My husband and I went for a routine check-up but were left with horror stories. The dentist suggested getting three root canals and one tooth extraction on top of a filling that I recently had. I agreed to the extraction request as the tooth needed repair. The dentist and staff forcefully recommended a bone graft and hurried me for a decision, and gave me no chance to read any document. With numerous employees putting pressure on me, I reluctantly agreed to the bone graft for $259. The actual extraction was unbearable as the dentist forced and pulled my tooth out relentlessly. The pain lasted for weeks, and I lost additional workdays as I could not sleep at night. I went for a second opinion, and I was appalled by the damage that Emmert Dental had done to my mouth. They damaged my jaw, causing a deformity that exposes me to the risk of losing additional teeth. They do not care about your welfare, and instead, they are more concerned with extracting teeth for expensive implants and bridges.",0,1,1,1
98,The worst dental office I ever been. No one can beat it!!! You should avoid it at any time., The dental office I visited was the worst I've ever experienced. Don't waste your time going there.,1,1,0,1
99,"Eat at your own risk. The service is terrible, the staff seem to be generally clueless, the management is inclined to blame the staff for their own mistakes, and there's no sense of FAST in their fast food. When we came, half of the menu board was still on breakfast, and it was 4:30p. The only thing they have going for them is that the food is hot and tastes just like McDonald's should. \n\nThen again, the franchise is owned by Rice, and I've come to take terrible service is their MO."," Dine cautiously. The staff seems unaware of what they're doing, the service is woefully lacking, and the management is quick to blame the staff for their own errors. Even though the cuisine is hot and tastes like it should, the fast food establishment lacks the necessary urgency. The menu board was still showing breakfast items at 4:30p, leaving much to be desired. It's worth mentioning that the franchise is owned by Rice, where lousy service appears to be their norm.",0,1,1,1
