,source,target,source_gptzero,source_detectgpt,target_gptzero,target_detectgpt
160,He was incredibly sexist/homophobic. He could barely play the piano and when we finally recognized a song we could actually dance to he literally asked me to get off stage because he didn't like another on stage who could actually dance with the girls.,"He held strong biases against certain groups and lacked skill in playing the piano. Once we found a song we could dance to, he asked me to leave the stage simply because he preferred the other dancer's style with the girls.",1,1,0,1
161,"Pretty fun place to go every once in a while, but, believe me, by the end of the night you'll be ready to go. The show lasts around 5 hours, by the 3 hour mark you'll be sick of sitting there in the crowd with your $9 a pop drinks listening to the same dirty jokes over and over and over again.","It's an entertaining spot to visit occasionally, but trust me, when the evening ends, you'll be eagerly anticipating departing. The performance stretches for approximately 5 hours, and by the third hour, you'll be tired of being amidst the audience, holding your $9 drinks while listening to the repetitive dirty jokes.",0,1,0,1
162,"My best friend took me to Sing Sing for my bachelor party. I had a blast. The musicians (dueling pianists) made fun of me in a bunch of songs. They also were really good at playing requested tunes (rock). When the show was over we shuffled across the hall to the connected \""Rock Bottom\"" restaurant for some grub. We all had so much fun that we went back for my buddy's bachelor party.\n\nThere were some drawbacks though. We went on a Thursday night so the atmosphere was lacking as the place was pretty empty. And of course they are a little pushy soliciting tips when the place is empty. But it's not our fault the place is empty on Thirsty Thursday, if their drinks weren't so damn expensive maybe more people would show up. And sometimes they used vulgar language which was just unnecessary since they would have otherwise still been hilarious. Also there was no table service, and the only bartender was a bitch. I'll probably be back, but only for a special occasion when I can afford it.","Sing Sing made my bachelor party a night to remember, with dueling pianists who not only rocked the house with requested tunes but also poked fun at me in their lyrics. We continued the fun at the adjacent Rock Bottom restaurant and enjoyed some delicious food. However, the lack of crowd on a Thursday night affected the atmosphere, and the staff's persistence in soliciting tips left us a bit displeased. The use of vulgar language was unnecessary, although they were otherwise hilarious. The absence of table service and the unfriendly bartender made the experience a bit less enjoyable. Despite the drawbacks, I would definitely consider returning for a special occasion.",0,1,0,1
163,"I usually have nothing but good things to say about this place. I've dealt with Fran and others and have had very good experiences. However, this time was very different. I called to find out how much they might charge to install some brakes and rotors that I had, i was reffered to Mark, the mechanic. I made the appointment with him for Tuesday Sept 30th, he quoted me between $179 - $200 for the work (though the first person I spoke to quoted $150-$179) and told me to bring it at 8am and it would be finished the same day.when I brought it on Tuesday, Septempber 30th at 8 am, Mark forgets that i even made the appointment with him (or didnt bother to make a note of it) saying, \""oh, I thought you were supposed to bring this by yesterday\"". He says I should expect this to probably be done before 3pm. \n\nI soon recieve a call from Mark at 10:25am, where he tells me the charge will actually be $240 (for four hours of labor + $13 worth of materials, before even getting started to see how long the job would actually take) and that the car would be ready by 3pm, if not possibly before that. Also for good measure he decides to randomly throw in, \""oh, and we don't take checks\"". \n\nThe next phone call is at 3:50pm to ask if i actually need to have the car back today, I tell Mark, \""yes, of course\"". (I was expecting to be ready by 3, if not before like he said) When I express that I definitely need it today, he says that he just has to finish this one side and it will be ready by 415. This leaves me with barely enough time to get a bus and get over there before they close at 430. Honestly if what he had to finish on my car could easily be completed between 3:50 and 4:15, i dont think he would bother asking if i still needed to have it that day. As a result I feel that he may have rushed something while putting my car back together, because now something feels slightly off with the feeling of how the cars is aligned or the way the car drifts at times.","I've had positive experiences with this place in the past, but my most recent visit was disappointing. I made an appointment with the mechanic, Mark, to have some brakes and rotors installed. He had given me a quote between $179-$200, but when I arrived for my 8am appointment, he seemed unaware of our scheduled appointment and said the job might not be finished until after 3 pm. He then called me around 10:25am to let me know that the charge would be $240, and the car would be ready by 3 pm. However, he called again at 3:50pm to ask if I really needed the car back that day. I said yes, and he promised to have it ready by 4:15pm. I barely made it there in time, but now something feels slightly off with how the car drives, making me think it was possibly rushed.",0,1,0,1
164,"Typical, but new.  \n\nYou see all of the people that are walking in and out and, I must say, the customers look like they work for a living hear.  I swear one of the guys was covered head to toe in soot.  That is amazing.  \n\nRan around the store looking for those few items that I needed to satisfy my need to build and create.  Minimal help from the small quantities of employees, but some of them actually asked if I needed help -- after I had found the item.","Familiar yet fresh.

Observing the hustle and bustle of people entering and exiting, it's evident that the patrons here are hardworking individuals. I couldn't help but notice one gentleman who appeared to have been working in a coal mine, his clothes caked in soot. 

I scoured the store to gather the essential components required for my latest project. While there weren't many staff members to assist me, a few did inquire if I needed help, albeit after I had already located the necessary items.",0,1,1,1
165,"When making a Customer's paymento atLowe's, we have our checklist:\n\n1. Do the phone numbers match?  Nope, but that's fine since people are always changing their phone numbers anyways.\n2. Does the name on account match name on check?  Nope, but mistakes happen at those pesky check companies.\n3. Does the account number on the check match the account number on the screen?  Why should it, those computers are always making mistakes.\n\nNow that we have verified that all the information is correct, we can process the payment.  The customer will be so happy that we didn't have to bother them with any silly questions.\n\n******\nI am sad to say that this is an actual occurrence.  What was originally an average Lowe's has turned into Lowe's Hell.  If the associates do not have basic logic comprehension, how do they survive?","At Lowe's, we have a payment checklist to ensure a smooth transaction for our customers. While we understand that mistakes can happen with phone numbers, names, and account numbers, we take the time to verify all information before processing the payment. Our goal is to provide a hassle-free experience for our customers, so they can leave with a smile on their face. It's concerning to hear about experiences at other Lowe's stores where basic logic comprehension seems lacking. We strive to uphold a high level of competence and professionalism in all our associates.",1,1,0,1
166,"Would like to give NO STARS.  bought all new kitchen appliances there.  Refrigerator is defective.  They\nsend an outside company to repair.  Man arrives with NO TOOLS and wrong size seal for freezer.  not once, twice.  The first time, he tries to use my spoon from counter to install it!  I complain, too bad...they have to comeTHREE times before replacing it!  NEVER AGAIN.","I strongly advise against giving any rating to this store. I invested in all brand-new appliances for my kitchen, including a refrigerator which turned out to be faulty. Their solution was to send an external contractor for the repair, however, the man arrived unprepared without the necessary tools and attempted to install the incorrect-sized freezer seal. This ordeal occurred twice, and on the initial attempt, he even made an absurd attempt by using a spoon from my kitchen counter. Although I complained, they were adamant about sending him for a third time before agreeing to replace it. I will definitely not be returning to this store in the future.",1,1,0,1
167,Your typical area big box hardware store.  It's convenient to go to because of the proximity to other stores and how close it is to so many communities.\n\nCan't really say much else about this place other than with the self checkout lanes it's a breeze to run in and then out without having to deal with a single associate.,This large hardware store is located in an easily accessible area surrounded by other stores and neighborhoods. The self-checkout lanes make for a quick and hassle-free experience without having to interact with any staff members.,1,1,0,1
168,"This local Lowe's serves its purpose for my husband and me -- a convenient home improvement store that we run into every month or two. I am most impressed by the lawn and garden section of the store. I am not sure how it compares to other Lowe's stores, but when shopping at the Home Depot in North Fayette last fall, their flower selection was dismal compared to this Lowe's.","My spouse and I find this nearby Lowe's to be useful - a practical choice for our home improvement needs that we visit around once or twice a month. The garden and lawn department in the store always catches my attention. Although I'm not entirely certain how it stacks up against other Lowe's stores, I recall visiting Home Depot in North Fayette during the previous autumn and was disappointed by their flower collection compared to this Lowe's.",0,1,1,1
169,"Waterfront Lowe's beats Monroeville Lowe's for lawn and garden.  Hate to admit it, but it's true.","It's true, Waterfront Lowe's outperforms Monroeville Lowe's when it comes to lawn and garden products.",1,1,0,1
170,"The food here can actually be a little hit and miss, but I love the grilled cheese club with fries. I get it way too much. People make fun of me.\n\nThey have a ten dollar minimum for credit cards, fyi.","Although the quality of the food can vary, my personal favorite is the grilled cheese club with fries. I am guilty of ordering it too often, which unfortunately results in some teasing from others. Additionally, it's important to keep in mind that they require a minimum of ten dollars when paying with a credit card.",0,1,0,1
171,This place is overrated. A friend and I were looking forward to a beer and some good bar food- instead the wings were terrible and the beer was good but overpriced. There's nothing wrong with this place I just don't understand the clout around it. There should be no clout.,"My friend and I had high expectations for this place, hoping to enjoy some delicious bar food and a cold beer. However, we were disappointed by the subpar wings and the high prices of the drinks. While there was no major issue with the establishment, I fail to see why it receives such hype and attention. It should not be overhyped.",0,1,0,1
172,"There's lots of potential here because of the wonderful character and ambiance of this place, but the food was average at best.  We were there on a Pens Playoff night and there were 2 people working all the tables in both rooms.  Our food came to us cold and unimpressive at that.  Our orders were somewhat mixed up.  The potato skins used a really cheap artificial cheese that was not very appealing.  I tasted a slice of pizza, which is definitely the best thing they offer.  The crust was delicious and homemade.  If you are going to order something, I would go with the pizza.  We also ordered the chicken wings which were pretty good, also.  If you are looking for good food, Homestead better choices at Blue Dust or Tin Front.","While the wonderful character and vibe of this place show great promise, the food left much to be desired. During a Pens Playoff night, only two servers were attending to all the tables in both rooms, which resulted in our food being served cold and unimpressive. Our orders were also somewhat mixed up. The potato skins, unfortunately, used an unappetizing artificial cheese. However, the pizza was a standout, with a delicious homemade crust. If you're looking for something to order, go for the pizza. We also tried the chicken wings, which were pretty good. For a better dining experience, Homestead offers better choices like Blue Dust or Tin Front.",1,1,1,1
173,"Before today I probably would have given this place three stars based mostly on their beer selection; however, today the service was terrible. We waited two hours for a pizza sub, French onion soup, fries, and buffalo chicken tenders. About an hour and a half in we finally got the small pizza sub and the wrongly made buffalo chicken tenders (ie, no hot sauce). We were told by the waitress that she realized it was wrong, but decided to still bring it out to see if my gf would eat it. She sent it back. By a half hour later, we still had not received the buffalo chicken tenders, nor the French onion soup (which should have been mostly made already), and no fries.  We were told the chef was new, but no effort was made really to make the situation better. No quick and easy app or beers on the house. To boot, the beer was pretty expensive. I will probably give the place another chance based on their beer selection, but it won't be for a while. The food has always been average at best, and the pizza sub was no different. We ended up leaving after two hours without receiving 75% of our order.","Based on their beer selection, I would have given this place a three-star rating. However, today's experience was terrible. We waited for two hours to receive our order of a pizza sub, French onion soup, fries, and buffalo chicken tenders. After an hour and a half, we were only given the small pizza sub and the wrong order of buffalo chicken tenders. The waitress admitted to realizing the mistake but brought it to us anyway. When we sent it back, we still had to wait for the correct order along with the French onion soup and fries. The chef was new, but no effort was made to improve the situation. We also found the beer to be expensive. Despite their good beer selection, we won't be returning for a while due to our average food experience and not receiving most of our order after two hours of waiting.",0,1,0,1
174,"I'm reading on here that the food is really hit or miss. I've only gone to Duke's one time, but the food was good. It wasn't too busy so our service was very attentive and it didn't take long to get our food at all.\n\nThe place is separated between a bar area and a more family style dining area. We sat in the dining area because the bar area was pretty full. The dining room area definitely fills up with an older, have lived in Pittsburgh all their lives crowd, while the younger crowd is in the bar area. \n\nI'll definitely be back since I live in the area.","I've heard mixed reviews about the food at Duke's, but during my one visit, I found it to be quite enjoyable. The service was attentive, and our meals were promptly served despite it not being too busy. While the bar area was packed, we opted to sit in the family-style dining area, which mostly attracted an older, Pittsburgh-native crowd. As a local resident, I look forward to returning to Duke's in the future.",0,1,0,1
175,"I've been to Duke's three times now. When I first came to PGH, a lot of locals were telling me that this was a good place to catch a game, drink some brews and get great food. Most of that is true, but the bad has mostly outweighed the good.\n\nThey have an excellent new tap system. Last time I went, they had Thirsty Dog Leghumpper on draft, and it was perfect. The system really elevates already awesome beer. Plus, the selection is awesome. \n\nIt is a sports-themed bar, so you can expect drunk locals, loud TV's and plenty of yelling. I'm sort of into that, so it doesn't bother me, although I do think their staff is not well equipped enough to work among the chaos. Service is often slow, and they give the waitresses ZERO training in the beers that they offer. This is not a good place for trying something new, as they can't tell you a thing about it. \n\nThe biggest downfall of Duke's, though, is the food. I've had three different, but equally simple, dishes there; A Burger, a Cheesesteak and Chicken Tenders. The first was flavorless and cold. The second was passable, but nothing special. And the last were absolutely awful. Honestly, the batter and size of the chicken made me so ill, I had to call it an early night. I ate two of the 7 tenders (SEVEN!) and had to quit. \nTheir fries are very good. And so are the wings.\n\nI'd say Duke's is a good place to drink, but that's about it.","I have visited Duke's three times and was informed by locals that it was a great spot to enjoy sports, beer, and food. While the tap system is impressive and the beer selection is fantastic, the rowdy atmosphere created by drunk fans and loud TVs can be overwhelming for some. Unfortunately, the service is often slow and the staff is not well-trained in regards to the beer they offer. However, the biggest issue is the food. The dishes I've tried, such as a burger, cheesesteak, and chicken tenders, were all underwhelming and lacking in flavor. Despite this, their fries and wings are exceptional. Overall, Duke's is a decent spot for drinks, but not much else.",1,1,0,1
176,"D&B is nice once in a while but the food is insanely unhealthy. They are also really clever about designing the psychological context in ways to extract money from their customers. You feel a bit milked afterwards. Also much fatter.\n\nYou pay for games using credits from mag-stripe cards. This lets D&B give their games arbitrary prices and makes it harder for you to really know how much you are spending. Menus for drinks and food have no prices. $6.05 for a Banana Split cocktail? $3.40 for a Michelob?  I have no idea whether that is expensive but not showing the prices is clever because they can price their things and not have to obey pricing psychology (like anchors and so forth).\n\nWaitstaff hassle you repeatedly to order desserts. Oh, and the dining room has plastic demos dessert trays to get that thought going in your mind as you walk to your table.\n\nThe games are all violent shooters or racing games don't appear to have changed much since 2002 when I last went to D&B in California. Hope they can find more innovative arcade games in the future.\n\nNot a pleasant experience, but at least it's different from going to an ordinary restaurant.","While D&B offers a unique dining and gaming experience, the food is notoriously unhealthy and overpriced. Customers are often pressured into spending more through the use of credit cards for game play and the omission of prices on menus. Additionally, the game selection has not seen much innovation in recent years. Despite its flaws, dining at D&B is certainly a departure from the typical restaurant experience.",1,1,0,1
177,"This was actually the first time I've ever been to a Dave and Buster's.\n\nWalking into such a huge space, especially coming from the often narrow venues in San Francisco was strange.\n\nUn-nerving actually. \n\nBecause Dave and Buster's is all about excess. Almost obscenely so.\n\nAs far as food - their stuff is standard. Most of it is fried and as another reviewer pointed out - not very healthy. At all actually. You have to really scour the menu to find some somewhat decent viable and nutritious options.\n\nBut most people don't come to Dave & Buster's for food. They come for the games.\n\nAnd while I've never been that into video games or arcade games - my brother and sister always have.  I was apprehensive about having a good time here  - but after awhile - my siblings' enthusiasm about the place became contagious and I found myself really enjoying myself.\n\nEspecially once i realized that I have mad skills at Skee Ball. And proceeded to dominate.\n\nTrust.","I had never been to a Dave and Buster's before, so walking into such a large space was a new experience for me. After having frequented smaller venues in San Francisco, being in this space was a bit unsettling. However, Dave and Buster's is known for its excess and abundance, which was evident almost immediately. The food options are fairly standard, and some of it is not very healthy. However, most people come to Dave & Buster's for the games. Although I myself am not much of a video game or arcade game enthusiast, my siblings are. While I was initially skeptical about having fun at this venue, I quickly found myself caught up in my siblings' excitement. I was particularly pleased to discover that I have a talent for Skee Ball, which allowed me to dominate the game. Trust me, it was a blast.",1,1,0,1
178,"I love the games here but can't go very often since they don't rotate new games in very often.  The place is usually pretty clean.\n\nPool tables often have a wait on the weekend but are some of the better ones you'll find in the city.\n\nFood is just \""ok\"" Drink prices are fair but not great.","Although the games here are enjoyable, I am unable to visit frequently because new games are not introduced often. Nonetheless, the cleanliness of the place is typically maintained. On weekends, the pool tables are in high demand, and they are among the top-rated ones in the city. The food is average, while the drink prices are reasonable but not impressive.",0,1,0,1
179,"Dave and Buster's is an enigma, is it dining, a bar, or  playground for video game lovers? Let me get the bar part out of the way first, it's overpriced, and they try to get you to buy a glass to jack up your bill. \n\nNext, the food. Just like all the chain places at the Waterfront, there are sandwiches, burgers (yes they have a blue cheese burger, who doesn't?) pasta, salads, chicken fingers, yadda yadda. \n\nThe games, I swear over three quarters of the games have been there since 2000 when the place opened. I guess in ten years no new games have hit the scene.\n\nOverall Dave and buster's is unique to the Waterfront, but it's time to update the menu, update the games, and get into the second decade of the 21st century.","Dave and Buster's offers a mix of dining, entertainment, and drinks that may leave you guessing. Although the prices for drinks are steep, the chain boasts sufficient menu options to satisfy any appetite. Meanwhile, the arcade games and attractions may seem somewhat dated, with many having been around since the place initially opened in 2000. While it is still a unique destination at the Waterfront, a revamp of the menu and entertainment options would certainly help bring it into the modern era.",1,1,0,1
180,"The food was absolutely gross! I ordered a turkey club which comes on a wheat bun with avocado, bacon, and turkey breast. What I got was TOTALLY different from the picture! First of all the sandwich was on sliced bread (lame)! There was no avocado, 1 slice of bacon, no lettuce, and to TOP it off instead of turkey breast they used freaking LUNCH MEAT! lol No, not the kind that you get from the deli, the other sweaty nasty looking stuff! Gross! \n\nOur waitress was awful but they were extremely understaffed so I would have a bit of an attitude if I had to wait 10 tables without assistance too.   \n\nThe manager was really nice... Of course that disgusting sandwich that I didn't eat was free.","The sandwich I received was a far cry from what I had ordered. The picture showed a wheat bun with avocado, bacon, lettuce, and turkey breast, but what arrived was not even close to what was advertised. Instead of delicious turkey breast, there was cheap, nasty lunch meat, and there was no avocado, just one measly slice of bacon, no lettuce, and the sandwich was on sliced bread! Our waitress was terrible, but they were clearly understaffed, so I tried to be understanding. Despite my disappointment, the manager was kind enough to comp my meal.",1,1,0,1
181,"Not much of a review for this one, but just a few tidbits of info...\n\nPool (on Friday/Saturday) is $14 per hour\n(I'm pretty sure its $10 through the week)\n\nMixed drinks are way too pricey for the location.\nThe food is crap.\n\nThe games are fun and the pool tables are nice (they're the big tournament style/size, not the shitty bar-room, tiny pool tables).\n\nThat is all.  :)\n\n(the pricing is based on my recent trip.\nWe shot pool for a few hours, I had a bar tab (that wasn't out of control) and my night ended up costing me $60","I don't have a full review, but here are some quick details... 

On Friday and Saturday, playing pool is $14 per hour. During the week, it's most likely $10. 

The drinks are quite expensive for the location, but the games are enjoyable and the pool tables are top-notch tournament size, not small bar-style tables. 

Unfortunately, the food here is subpar. 

These observations are based on my recent visit, where my bar tab was reasonable and my night ended up costing $60.",0,0,0,1
182,"Dave and busters is the best place to eat and play games. There is many fun games and prizes to win. I highly suggest if you want to plays games, go Wednesday when all the games are half off. Food is pretty good and a nice bar. The downside is that the booze is pretty pricey.","Dave and busters is a great spot to enjoy a meal while having fun with a variety of games and winning exciting prizes. If you're looking to save on game time, I recommend visiting on Wednesdays when all games are discounted by half. They also have good food options and a great bar, although the drinks can be a bit expensive.",0,1,0,1
183,"When did Dave and Buster's become a daycare?? Everywhere you look, there are signs that say kids must be accompanied by an adult, but apparently no one was honoring that at 6PM on a Saturday. I couldn't even walk through the place without someone shoving me. AHHH!\nI get that Dave and Buster's is an arcade and that you're going there to play some games, maybe eat, and kill some time. When I last went there a few years ago, we there for my bachelor party, and while I'm sure we got into some shenanigans, I don't remember children running wild there. We were having adult beverages, playing games, and having a good time. This time, it was ridiculous. It isn't Chuck E. Cheese, yet that's how parents seem to be treating the place.\nOn top of that, the customer service sucked. The place is gigantic, with tables and serving areas everywhere, yet on a Saturday at 6PM, the hostess told us (after interrupting us three times to chat with the other hostess) told us it would be a three hour wait, despite the fact that there were empty tables all over the dining room. I suspect this is a ploy to get you to play games and spend money until you're table is ready, but the food at Dave and Buster's is not worth a three hour wait on any day.\nThe hostess told us we could be served right away if we went to the midway and found an empty table, so we attempted that. Most of those tables were empty with usually one or two adults at a giant empty table filled with coats who informed us that they needed the table because their kids would be back soon after playing games. Next, i engaged in the most rudest thing I've ever done- I began stalking tables where people were finishing up. I would walk up to people paying their check, ask if I could have their table when they were done, and they would inform me that there were already two or three people who asked them and I should get in line.\nFinally, we found a table and proceeded to spend two hours eating dinner. It wasn't because we ordered a lot of food- it was that the waiter took forever to bring our food out. He seemed to have no problem getting us fresh drinks, until we drank as much as we could and then asked for water. After that, he seemed to come around a lot less. \nI had the build your own chicken tacos, which comes on a giant plate with all kinds of fixings. The fixings were fresh, but the chicken was cold and dry, and the tortillas were dried out as well. For $14, it wasn't worth it. \nAfter dinner we proceeded to play games, which entails shoving people to get through areas and waiting in line to play anything. \nAll in all, I didn't like my experience at Dave and Busters. I remembered it being a fun place to go and unwind as an adult. but between all the kids and the crappy service, can't recommend this place. If anyone asks me to go back, I may elect to stay home and poke my eyes with a fork.","I recently visited Dave and Buster's and was disappointed by the experience. Despite the signs that kids must be accompanied by adults, children were running wild and making it difficult to move around the arcade. It seemed as though some parents were treating the place like Chuck E. Cheese, which was frustrating as I was hoping for a fun night out as an adult. 

The customer service was also quite poor. Despite a host of empty tables in the dining room, we were told there was a three-hour wait by a hostess who interrupted us several times to chat with her colleague. We suspected this was to encourage us to play games and spend more money until our table was ready, but the food wasn't worth a three-hour wait. 

We eventually found our own table and waited for our food, which took longer than expected despite our waiter providing fresh drinks frequently. Although the fixings for my build-your-own chicken tacos were fresh, the chicken was cold and dry, and the tortillas were dried out, which was disappointing for the $14 cost.

Afterwards, we played games and had to deal with long lines and crowded areas, making it an unpleasant experience overall. I wouldn't recommend going back to Dave and Busters, as children and poor service ruined what should have been a fun night out.",0,1,0,1
184,"Dave and Buster's has to be split up into separate experiences to rate it. \n\nDining: 2 stars\n\nI had a party of 20 coming in; I had called ahead of time, and arrived early. They immediately set up the table while about 4 of my friends and I waited; the hostess, after taking my name, never spoke to us again. She did not tell us when we could sit, how long it would be, or any other information. And then they made us wait for 75% of our party to show up before they would seat us. Mind you, there was no one else waiting, and the table was ready, and we were ready to order. But they didn't tell us this; I didn't even know why we were being forced to wait until I heard a supervisor whispering to the waitress about making us wait. I still have no idea why we were forced to wait. \n\nWhen my full party was finally seated, we were helped by two waiters who were perfectly polite and nice. BUT, our service was rather haphazard. People would order drinks and food, and get things at wildly different times. One person was done eating appetizers and drinks when another was just getting their first drink. I know there was chaos to a big party, but it got a little out of hand.\n\nThe food is pretty standard American chain food, comparable to Appleby's and Chili's - not offensive, but nothing to knock your socks off. It has a decent selection, and a few good desserts and appetizers, and everything was competently prepared. Overall, it is a fine enough meal for a large group before going to enjoy the arcade at fairly reasonable prices, but some of the service standards are poor. In the future we will probably eat at one of the other restaurants in the area and then move over to D&B's for games.\n\nBar: 1 Star\n\nDrinks are predictably expensive, but there is a wide variety. The problem is that about half of them don't even kind of resemble what is on the menu, and most don't have enough alcohol to even taste. Worse yet, while you can get a drink at the bar in the arcade, the staff is either completely non-interactive or just rude. You have to track them down, and then have a minimum of interaction before they stomp off like you ruined their life.\n\nArcade: 4 Stars\n\nThere are a lot of great games here to play, and many that are fun with groups or pairs. It is a great place for a large party, because you can mingle with all your friends playing many different very fun games. If you are a couple, there are also many great selections that everyone enjoys. The staff on the floor is helpful and fast to fix games that have problems, and are typically polite. The ticket prizes are cheap as expected, but kind of fun, and the people in the ticket shop were always nice and quick to help.\n\n\nOverall: 3 Stars\n\nIf you want to hang out here, I would suggest eating somewhere else, and then playing games and having fun here, but only order beer at the bar and don't expect a smile.","The experience at Dave and Buster's can be divided into three parts for a comprehensive review. The dining experience deserves a 2-star rating as the hostess seemed uninterested in our needs and kept us waiting without any explanation. Although the food was average, the service was a bit haphazard during our large group dinner. As for the bar, it earned a 1-star rating due to the expensive drinks that did not match the menu description and rude staff. However, the arcade experience was much nicer, garnering a 4-star rating with an array of enjoyable games and friendly staff. Overall, it's advisable to dine elsewhere and visit Dave and Buster's for the arcade games and a few beers without any expectations.",0,1,0,1
185,"Chuckie Cheese for grown ups...Yeah, that could sum up my review for sure (but I'll try to make it a bit more interesting than that).\n\nFirst let me say that this isn't my first trip to a Dave & Buster's.  Second, I actually experience all of it while here.  We will start with the food/service.  Staff, you were wonderful.  You were polite, you greeted us as soon as we walked in the door, gave us no qualms while ordering and were swift with your delivery.  Food, you were not wonderful.  I ordered the BBQ chicken breasts.  This came with a side of broccoli and their type of mashed potatoes.  The chicken was a bit dry and in some places you can tell it was left on the grill a little too long.  There were actually some bites that all I could taste was charred meat.  There wasn't enough BBQ sauce on the the chicken either.  The broccoli appeared to have been cooked prior and then thrown back into a pan to be seared.  Some of my broccoli actually had some burnt crisp areas on it.  Also I noticed that there were still some leaves left on the broccoli.  The mashed potatoes I wanted to like (which I hoped would be the best part of the dish, I'm a bit of a potato freak), but alas, I was let down. *sad face* They were cold and such a tiny portion.  With a tiny amount of shredded cheese and bacon but into that divot they made with the scoop to get it out of it's container.  Oh food, how if I didn't need you to survive, I wouldn't complain about you.\n\nThe building right now is in disarray.  They are in the midst of a remodel with lovely plastic curtains covering up certain sections of their dining area.  No bar out in the dining area right now and the pool tables were absent as well.  If you wanted a drink you had to go back into the game room.\n\nSpeaking of the game room, by far the best part.  With the meal I ordered I got the $20 play card (the best part of the meal, super charge it for $3 more and it's even better).  The game room  you can tell is in need of an update.  The carpet is worn and other signs of wear are noticeable as well.  One good thing is the games.  They change them up so often that there is always something new once you return.  Who knew that playing Connect 4 could be so fun, or for that matter Skee Ball rises to the top of my list to play.\n\nI will return again, but only after I eat elsewhere first.","Dave & Buster's is like a playground for adults, and my recent visit did not disappoint. Although the food was a bit of a letdown, the staff were fantastic - polite, prompt and attentive. My BBQ chicken was dry in places and lacked sufficient BBQ sauce, and the accompanying broccoli had burnt crisp areas and leaves left on it. The mashed potatoes were also disappointing with a tiny portion size and cold temperature. However, the game room more than made up for it. I received a $20 play card with my meal, which was the highlight of the experience. The games in the room are updated frequently, which makes every visit a new adventure. Although the building is currently being remodeled and some areas are covered up with plastic curtains, the game room is the main attraction and makes it all worthwhile. Despite the disappointing food, I will be back - but I'll make sure to eat elsewhere first!",0,1,0,1
186,Mediocre service. COLD food! Our food waited so long the lettuce & pickles wilted. Bland food. Crazy overpriced. Long waits in the arcade. 1 beer per hour maximum.  Avoid at all costs. Fair manager.,Below average service. FRIGID dishes! The vegetables and condiments turned stale due to prolonged waits. Tasteless dishes. Exorbitantly expensive. Extended waiting times in the gaming area. Only one beer per hour allowed. Steer clear of this place. Reasonable manager.,1,1,1,1
187,"Not being from the area, I traveled an hour to come here from Uniontown, PA. I was excited! I haven't been to this Dave and Buster's since I was younger and was ready to go back and play me some games! I went with my cousins, mind you, we hadn't ate all day and were very hungry. So, we decided to do the Eat & Play Combo, naturally. Here's where it gets bad. First of all, we get a very snobby hostess that shows us to our table. Then, we wait...and wait...and finally after about 25 mins we get a waitress. Her name was Ashley. We had plenty of time to decide what we wanted, so we quickly put our order in. Next, we were sitting and talking, waiting, we had empty glasses and our waitress had never even come around to see if we needed refills except for one time. She said she'd come back right away with our refills...yea, right. 20 mins later we get our refills. Mind you, our food still hasn't came yet. I see other people getting their food that had come in after us. I was frustrated. After waiting 45 mins for our food, I asked to speak with a manager. One of the servers who I asked replied rudely with \""Well, he's really busy right now. I doubt he'll be able to come out and talk to you\"". Finally, 15 mins later...that's one hour, folks. We get our food. What do you think the next problem was? Yep, the food was cold. I was completely fed up at this point, and told my waitress how disappointed I was, especially after driving one hour just to have this terrible service. The manager never came to speak with me, and we didn't even receive our meals for free. The only compensation we got were $10 game cards. Woopty-doo. The only thing good about this place is the games, but the prizes you get for your tickets are all junk and worthless. So, in conclusion...I DO NOT RECOMMEND THE WATERFRONT DAVE AND BUSTERS OF HOMESTEAD, PA. It was horrible, and I will not be returning for a very long time!","I traveled from Uniontown, PA to visit this Dave and Buster's location and was excited to play some games with my cousins. We decided to try the Eat & Play Combo since we were hungry, but unfortunately, our experience was less than satisfactory. After being seated by a snobby hostess, we waited over 25 minutes for a waitress to take our order. Even after placing our order, we were left with empty glasses and no refills until 20 minutes later. Despite waiting for 45 minutes for our food, it came out cold. Frustrated, I asked to speak with a manager, but was told they were too busy to speak with me. To make matters worse, we did not receive any compensation for our poor service, only $10 game cards which we found to be disappointing. While the games were fun, we do not recommend the Waterfront Dave and Busters of Homestead, PA due to the terrible service we experienced.",0,1,0,1
188,This place just plain sucks\nBad management lost them biz\nDumb arcade drama*\n\n* they have recently changed their under 21 policy so no one underage can even be in the arcade or restaurant after 10pm despite having a guardian over 30 years old,"This establishment is simply terrible. Poor leadership has caused them to lose business. Additionally, there is unnecessary drama in the arcade. 

Recently, they have implemented a policy that prohibits anyone under the age of 21 from being in the arcade or restaurant after 10pm, even if they are accompanied by a guardian who is over 30 years old.",1,1,1,1
189,i had fun here.. fun big kid games for me!!!\nO.. But the bartender Melissa was a SUPER bitch and RUDE \nHope they fire her..,"I enjoyed my time here playing fun games like a big kid! However, the bartender Melissa's behavior was unacceptable and rude. I hope the management takes appropriate action.",1,1,1,1
